userId,neg_mean,pos_mean,delta,pos_gt_neg,pos_eq_neg
1,0.5495966895168101,0.6574350537137728,0.10783836419696269,True,False
2,0.5581317777388974,0.5398767951113234,-0.01825498262757408,False,False
3,0.5464496173058455,0.7456556225589006,0.1992060052530551,True,False
4,0.5895790189365017,0.7919953723736257,0.20241635343712405,True,False
5,0.5154020529706878,0.6667972405503442,0.15139518757965642,True,False
6,0.5628051764681395,0.6830721884180945,0.12026701194995493,True,False
7,0.5426901644841831,0.6642721898186216,0.12158202533443851,True,False
8,0.5713720663838536,0.6376264462762834,0.06625437989242977,True,False
9,0.5761675702504886,0.7250988413739804,0.1489312711234918,True,False
10,0.554479950888456,0.7147888146879682,0.16030886379951215,True,False
11,0.5360823408840248,0.5998133311048286,0.06373099022080375,True,False
12,0.5508708761063075,0.9122796812412797,0.3614088051349722,True,False
13,0.5148273260430352,0.602106330742905,0.08727900469986982,True,False
14,0.6044163926903816,0.8838070449234562,0.2793906522330746,True,False
15,0.5954866936467093,0.6339041459734011,0.0384174523266918,True,False
16,0.5614161291736633,0.5539248311403093,-0.007491298033354021,False,False
17,0.5306432372498419,0.5911681173523927,0.06052488010255086,True,False
18,0.560311784731088,0.7553605242705713,0.19504873953948332,True,False
19,0.5556938066394256,0.7783534150723983,0.22265960843297272,True,False
20,0.5283370296659832,0.6871972454956647,0.15886021582968157,True,False
21,0.5596560656581933,0.5772262692758803,0.01757020361768702,True,False
22,0.5736721156595721,0.6580966902795553,0.0844245746199832,True,False
23,0.5586073713704535,0.7423400872156609,0.18373271584520745,True,False
24,0.550160153909107,0.7722174284575,0.22205727454839297,True,False
25,0.5727296807051866,0.570111766854949,-0.0026179138502375743,False,False
26,0.5433527043404548,0.6189197427163968,0.07556703837594203,True,False
27,0.5706548035610759,0.9143192607220789,0.343664457161003,True,False
28,0.5536398363403472,0.7954771398844783,0.24183730354413113,True,False
29,0.5733960179339548,0.6697998194381809,0.09640380150422612,True,False
30,0.5765301250257311,0.7734861801480343,0.1969560551223032,True,False
31,0.5873134753946458,0.7013940649678487,0.11408058957320288,True,False
32,0.5849773902820578,0.8106778750667423,0.22570048478468452,True,False
33,0.560348297964323,0.7323849225989195,0.17203662463459657,True,False
34,0.561455440677278,0.5696183113614245,0.00816287068414645,True,False
35,0.5424826240548658,0.743326587798437,0.20084396374357116,True,False
36,0.5060196010299706,0.7034743477523067,0.1974547467223361,True,False
37,0.5348953282922002,0.6041892919514391,0.0692939636592389,True,False
38,0.5811392646484329,0.6594980416137398,0.07835877696530691,True,False
39,0.5382340511453283,0.7612194177601663,0.22298536661483803,True,False
40,0.56367591709827,0.6510119310045367,0.08733601390626666,True,False
41,0.5596665016105313,0.6452063832434146,0.08553988163288329,True,False
42,0.5768770101386853,0.7457666257341755,0.1688896155954902,True,False
43,0.5528974958629266,0.7374647551492592,0.18456725928633266,True,False
44,0.5411776350856811,0.623274159698853,0.08209652461317196,True,False
45,0.5473310949729868,0.5293195675252259,-0.01801152744776091,False,False
46,0.5227956725527083,0.0,-0.5227956725527083,False,False
47,0.5499153674732404,0.8102453058109033,0.2603299383376628,True,False
48,0.5148822853653994,0.7993731880524545,0.2844909026870551,True,False
49,0.5389755431844042,0.7348899890700307,0.19591444588562645,True,False
50,0.5600068913659509,0.5343788027641185,-0.02562808860183241,False,False
51,0.5583202840032055,0.6626655070076258,0.10434522300442028,True,False
52,0.5565526962106194,0.5595098532674354,0.0029571570568159844,True,False
53,0.5432815019969659,0.6439357105385397,0.10065420854157381,True,False
54,0.5380717066284498,0.7896688129511006,0.25159710632265075,True,False
55,0.533878264408649,0.8188151618817021,0.28493689747305306,True,False
56,0.5536334567683745,0.750756095510738,0.19712263874236347,True,False
57,0.5826642559900125,0.8024091138236654,0.21974485783365294,True,False
58,0.5556026250119814,0.5684663964321257,0.012863771420144277,True,False
59,0.5705572742466849,0.8313624441753135,0.26080516992862857,True,False
60,0.5756453889889905,0.6297503350889182,0.054104946099927664,True,False
61,0.5903255026264201,0.3401097215101443,-0.25021578111627585,False,False
62,0.5395530529042641,0.7828776732993107,0.24332462039504654,True,False
63,0.5652478252092792,0.7512202438053786,0.18597241859609936,True,False
64,0.5921843301071378,0.6285239568320439,0.03633962672490609,True,False
65,0.5355579657620008,0.6793086496449818,0.14375068388298107,True,False
66,0.5986231152303634,0.7745928195435032,0.17596970431313985,True,False
67,0.5477094866518841,0.7817017747773235,0.23399228812543937,True,False
68,0.5580455874094955,0.7493088774083444,0.1912632899988489,True,False
69,0.5427925436778156,0.6998999301746591,0.15710738649684353,True,False
70,0.5745989012477474,0.7192272067982198,0.14462830555047246,True,False
71,0.5469212952399467,0.6626618482557655,0.11574055301581876,True,False
72,0.537752246776534,0.7846257100291153,0.2468734632525813,True,False
73,0.5782349152049159,0.617083535854979,0.038848620650063115,True,False
74,0.564178166024772,0.8879761514998524,0.32379798547508043,True,False
75,0.598411389128817,0.5587001155420674,-0.03971127358674953,False,False
76,0.5456003815057779,0.6794418613479281,0.1338414798421501,True,False
77,0.559335694664188,0.7605213939854634,0.2011856993212754,True,False
78,0.5403330791573248,0.6654233918734901,0.12509031271616533,True,False
79,0.5186710467331993,0.6681115677398274,0.14944052100662808,True,False
80,0.552715066148588,0.6074834236318585,0.05476835748327047,True,False
81,0.5881114960331874,0.8499526977848496,0.26184120175166226,True,False
82,0.5602326053392171,0.6947090328394566,0.13447642750023947,True,False
83,0.5294733956334577,0.5895306587941282,0.060057263160670504,True,False
